0.000,"Info","2024-11-08 12:11:16","Service 'LightDarktestCS_final' : Execution start"
0.000,"Info","Subject Identification","192.168.1.104"
0.000,"Info","Apparatus","Exeter Zantiks LT - 4"
0.000,"Info","Unit ID","A437D6"
"TIME","TIME_BIN","A1_TOTAL_DISTANCE","A2_TOTAL_DISTANCE","A3_TOTAL_DISTANCE","A4_TOTAL_DISTANCE","A1_Z1_D","A1_Z2_D","A1_Z3_D","A1_Z4_D","A2_Z1_D","A2_Z2_D","A2_Z3_D","A2_Z4_D","A3_Z1_D","A3_Z2_D","A3_Z3_D","A3_Z4_D","A4_Z1_D","A4_Z2_D","A4_Z3_D","A4_Z4_D","A1_Z1_T","A1_Z2_T","A1_Z3_T","A1_Z4_T","A2_Z1_T","A2_Z2_T","A2_Z3_T","A2_Z4_T","A3_Z1_T","A3_Z2_T","A3_Z3_T","A3_Z2_T","A4_Z1_T","A4_Z2_T","A4_Z3_T","A4_Z4_T","A1_Z1_C","A1_Z2_C","A1_Z3_C","A1_Z4_C","A2_Z1_C","A2_Z2_C","A2_Z3_C","A2_Z4_C","A3_Z1_C","A3_Z2_C","A3_Z3_C","A3_Z4_C","A4_Z1_C","A4_Z2_C","A4_Z3_C","A4_Z4_C"
51.377,1,25.6,34.3,12.4,406.0,25.8,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,0.0,212.4,193.7,0.0,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.933,0.066,0.000,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0
52.381,2,49.3,12.4,4.0,8.7,49.4,0.0,0.0,0.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.872,0.000,0.061,0.000,0.000,1.000,0.000,0.000,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
53.386,3,13.8,27.0,0.0,41.2,13.7,0.0,0.0,0.0,22.5,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,41.2,0.0,0.0,1.000,0.000,0.000,0.000,0.856,0.000,0.077,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
54.391,4,34.6,25.9,0.0,12.4,4.4,0.0,30.2,0.0,0.0,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.451,0.000,0.515,0.000,0.000,0.000,1.000,0.000,0.485,0.000,0.082,0.000,0.000,1.000,0.000,0.000,1,0,1,0,0,0,1,0,1,0,2,0,0,1,0,0
55.395,5,0.0,4.0,4.2,12.1,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,3.8,0.0,0.0,12.1,0.0,0.0,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
56.400,6,43.0,4.7,4.2,25.4,0.0,0.0,43.4,0.0,0.0,0.0,4.4,0.0,0.0,0.0,4.4,0.0,0.0,25.2,0.0,0.0,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
57.410,7,27.6,56.8,3.8,32.9,0.0,0.0,27.4,0.0,0.0,0.0,57.1,0.0,0.0,0.0,3.8,0.0,0.0,14.8,0.0,18.1,0.000,0.000,1.005,0.000,0.000,0.000,1.005,0.000,0.000,0.000,1.005,0.000,0.000,0.605,0.000,0.400,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
58.415,8,12.3,16.8,0.0,290.0,0.0,0.0,12.1,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.1,182.2,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.273,0.727,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,3
59.420,9,0.0,4.0,0.0,213.3,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.9,62.0,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.500,0.500,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,2
60.425,10,21.6,35.7,0.0,98.3,0.0,0.0,22.0,0.0,4.9,0.0,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.2,0.0,0.000,0.000,1.000,0.000,0.050,0.000,0.916,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
